Abberton,798
Thorrington (East),876
Thorrington (West),445
Threehammer Common,561
Thriplow,441
Thundridge,731
Thurleigh,705
Thurlton,1126
Thurston,3097
Thurton,889
Tilbrook,356
Tillingham,987
Tilney St Lawrence,1358
Tiptree,9308
Tivetshall St Margaret,316
Toddington,4647
Toft,514
Tollesbury,2855
Tolleshunt D'Arcy,886
Tolleshunt Knights,1087
Tolleshunt Major,435
Totternhoe,1008
Trimingham,454
Tring,12323
Troston,397
Trunch,924
Tuddenham,393
Tuddenham St Martin,354
Tunstall,279
Turvey,904
Tydd St Giles,729
Ufford (City of Peterborough),268
Ufford (Suffolk Coastal),607
University of Essex,4600
Upper Caldecote,1252
Upper Dean,427
Upper Gravenhurst,579
Upton (Broadland),716
Upwell,4527
Upwood,405
Wacton,388
Walberswick,352
Waldringfield,462
Walkern,1559
Walpole Cross Keys,550
Walpole Highway,719
Walpole St Peter,1506
Walsham Le Willows,1295
Walton-on-the-Naze - Frinton-on-SeaSD,4754
Walton-on-the-Naze - Great HollandSD,797
Walton-on-the-Naze - Walton-on-the-NazeSD,12575
Wangford,462
Wansford,554
Warboys,3858
Waresley,272
Washbrook,537
Waterbeach - LandbeachSD,586
Waterbeach - WaterbeachSD,5588
Waterford,279
Watlington (King's Lynn and West Norfolk),2514
Wattisfield,509
Wattisham Airfield,2049
Watton - Saham ToneySD,1588
Watton - WattonSD,10180
Watton at Stone,2732
Weeting,1955
Wells-next-the-Sea,2245
Welney,544
Welwyn Garden City - OaklandsSD,8077
Welwyn Garden City - StanboroughSD,320
Welwyn Garden City - WelwynSD,4109
Welwyn Garden City - Welwyn Garden CitySD,51248
Wendens Ambo,461
Wenhaston,568
Wereham,713
West Bergholt,3206
West Hanningfield,415
West Horndon,1661
West Mersea,7069
West Perry,625
West Runton,791
West Walton - Walton HighwaySD,1046
West Walton - West WaltonSD,664
West Winch,2696
West Wratting,476
Westerfield,497
Westleton,338
Weston (North Hertfordshire),897
Westoning,2093
Wetherden,603
Wetheringsett,370
Wethersfield Airfield,456
Wethersfield,737
Weybourne,524
Wheathampstead,4367
Whipsnade,276
Whissonsett,478
Whittlesey,13490
Whittlesford,1544
Whitwell (North Hertfordshire),992
Wicken (East Cambridgeshire),768
Wicken Bonhunt,268
Wicken Green Village,809
Wickham Bishops,3893
Wickham Market,2314
Wickham Skeith,325
Wickham St Paul,287
Wickhambrook,594
Wicklewood,755
Widdington,454
Widford,633
Wiggenhall St Germans,775
Wiggenhall St Mary Magdalen,703
Wigginton,816
Wighton,204
Wilburton,1070
Willingham,4116
Willington (Bedford),796
Wilstead,2258
Wimblington,4522
Wimbotsham,713
Winfarthing,493
Wisbech - LeveringtonSD,1022
Wisbech - WisbechSD,34837
Wisbech St Mary,954
Wistow (Huntingdonshire),530
Witcham,418
Witchford,2229
Witham,27013
Witnesham,351
Wittering Airfield,2793
Wivenhoe - RowhedgeSD,2309
Wivenhoe - WivenhoeSD,7916
Wix,544
Wixams,2341
Woburn,1007
Woodham Mortimer,617
Woodhurst,377
Woodton,730
Woolpit,1867
Wootton (Bedford) - GibraltarSD,539
Wootton (Bedford) - Wootton (Bedford)SD,5855
Workhouse End,354
Worlington,552
Worlingworth,883
Wortham,461
Wortwell,558
Wreningham,328
Wrentham,789
Wrestlingworth,605
Writtle,4949
Wymondham (South Norfolk),16869
Yaxham,424
Yaxley,9494
Yelling,400
Yoxford,786
Aldwincle,328
Alford,3900
Alfreton/South Normanton - AlfretonSD,24333
Alfreton/South Normanton - Pye BridgeSD,286
Alfreton/South Normanton - South NormantonSD,15991
Allington,613
Alvingham,284
Ancaster,1308
Anstey,7578
Anwick,374
Apperknowle,269
Appleby Magna,1172
Arnesby,335
Asfordby,2625
Ashbourne,9125
Ashby-de-la-Zouch,14673
Ashley (Kettering),236
Ashover,589
Ashton (South Northamptonshire),436
Aslackby,257
Aslockton - AslocktonSD,1217
Aslockton - Whatton-in-the-ValeSD,646
Aston-on-Trent,2487
Atherstone - WitherleySD,600
Aynho,659
Badby,697
Bagworth,1757
Bakewell,3657
Bamford,772
Barby,929
Bardney,2096
Barkston,533
Barlborough,2970
Barlestone,2624
Barnwell,399
Barrow upon Trent,593
Barrowby,1967
Barrowden,500
Baslow,1219
Bassingham,1526
Baston,1608
Beckingham,1203
Belchford,252
Belper,23936
Belton (North West Leicestershire),755
Belton-in-Rutland,415
Bicker,692
Billesdon,914
Billingborough - BillingboroughSD,1420
Billingborough - HorblingSD,486
Billinghay,2194
Bilsby,248
Bilsthorpe,3496
Binbrook,923
Bingham,10349
Bircotes,8683
Blackfordby,939
Blakesley,533
Bleasby,868
Blidworth,4400
Blisworth,1607
Blyth (Bassetlaw),989
Blyton,1194
Bolsover,12198
Bonsall,827
Boston,46506
Bottesford,3296
Bourne,17040
Bozeat,2160
Bracebridge Heath,6081
Brackley,15775
Bradwell (Derbyshire Dales),1357
Brafield-on-the-Green,652
Brailsford,805
Branston,4079
Brant Broughton,791
Brassington,572
Braunston,1441
Braunston-in-Rutland,505
Braybrooke,477
Breedon on the Hill,718
Brigstock,1396
Brixworth,5938
Brookenby,676
Broughton (Kettering),2289
Broughton Astley,9437
Bugbrooke,2944
Burgh le Marsh,2138
Burton Joyce,3892
Burton Lazars,417
Burton Overy,397
Burton on the Wolds,1204
Burton upon Trent - LintonSD,2009
Burton upon Trent - SwadlincoteSD,50412
Burton-by-Lincoln,343
Butterwick,1366
Buxton (High Peak),22399
Byfield,1310
Caistor,2812
Calver,1026
Calverton,7173
Canwick,341
Carlby,572
Carlton (Hinckley and Bosworth),378
Carlton in Lindrick,5439
Carlton-le-Moorland,556
Carlton-on-Trent,223
Castle Bytham,497
Castle Donington,7331
Castleton (High Peak),594
Caunton,523
Caythorpe,1350
Chacombe,677
Chapel-en-le-Frith,7616
Charlesworth,886
Charlton (South Northamptonshire),525
Cherry Willingham - Cherry WillinghamSD,3350
Cherry Willingham - ReephamSD,941
Chesterfield - Barrow HillSD,1044
Chesterfield - ChesterfieldSD,89466
Chesterfield - CutthorpeSD,538
Chesterfield - Hardwick WoodSD,249
Chesterfield - HolymoorsideSD,1419
Chesterfield - StaveleySD,15408
Chesterfield - WingerworthSD,6573
Chinley,1753
Chipping Warden,569
Church Brampton,264
Clarborough,1281
Clay Cross/North Wingfield - Clay CrossSD,13596
Clay Cross/North Wingfield - GrassmoorSD,3491
Clay Cross/North Wingfield - Lower PilsleySD,1360
Clay Cross/North Wingfield - North WingfieldSD,9625
Clay Cross/North Wingfield - PilsleySD,2358
Claybrooke Magna,599
Claypole,1354
Clayworth,420
Clifton (Derbyshire Dales),292
Clipston,653
Clowne,8480
Coalville - CoalvilleSD,37661
Coalville - EllistownSD,2825
Coalville - SwanningtonSD,1103
Cogenhoe,1391
Coleorton/Griffydam - ColeortonSD,337
Coleorton/Griffydam - GriffydamSD,327
Collingham,2812
Collyweston,558
Colsterworth,1280
Coningsby Airfield,5889
Corby - CorbySD,62042
Corby - WeldonSD,4720
Corby Glen,1060
Corringham (West Lindsey),469
Cosgrove,635
Costock,389
Cotgrave,8299
Coton in the Elms,894
Cottesmore Airfield,701
Cottesmore,1175
Cottingham,1310
Countesthorpe,7488
Covenham St Mary,342
Cowbit,1308
Cranwell (North West),214
Cranwell,1446
Cranwell RAF College and Airfield,1457
Creaton,514
Creswell,5938
Crick,2445
Croft (Blaby),1679
Cromford - CromfordSD,1409
Cromford - Matlock BathSD,662
Cromwell,261
Cropston,1166
Cropwell Bishop,1931
Cropwell Butler,346
Croughton,1019
Crow Hill Housing Estate,1181
Crowland,4786
Croxton Kerrial,520
Culworth,427
Darley Dale,621
Daventry,26090
Deanshanger,4105
Deeping St Nicholas,1408
Denton (South Kesteven),263
Denton (South Northamptonshire),699
Derby - BorrowashSD,7320
Derby - BreadsallSD,742
Derby - DerbySD,264430
Derby - DuffieldSD,5196
Derby - Little EatonSD,2031
Desborough,11548
Desford - DesfordSD,3705
Digby,591
Diseworth,643
Donington,3089
Donisthorpe,1979
Dorrington (North Kesteven),331
Dove Holes,1096
Doveridge,1859
Dronfield,20924
Duckmanton - DuckmantonSD,1149
Duckmanton - Long DuckmantonSD,615
Dunston,861
Dunton Bassett,792
Eagle,790
Eakring,457
Earl Shilton - Earl ShiltonSD,20185
Earl Shilton - ElmesthorpeSD,727
Earls Barton,5789
East Barkwith,368
East Bridgford,1912
East Drayton,242
East Farndon,316
East Goscote - East GoscoteSD,2843
East Goscote - RearsbySD,1228
East Haddon,602
East Keal,370
East Kirkby,297
East Leake,8290
East Markham,1075
Easton on the Hill,1142
Ecton,430
Edingley,475
Edith Weston - Edith WestonSD,846
Edwinstowe,5305
Egginton,556
Egmanton,284
Elkesley,797
Elston,650
Empingham,995
Epperstone,607
Essendine,442
Etwall,2929
Evenley,582
Everdon,355
Everton (Bassetlaw),652
Ewerby,547
Exton (Rutland),605
Eyam,981
Eydon,418
Faldingworth,489
Farnsfield,2915
Fenny Drayton,543
Findern,3386
Finedon,4360
Fishtoft,1038
Fiskerton (Newark and Sherwood) - FiskertonSD,770
Fiskerton (West Lindsey),1189
Fleckney,4937
Fleet Hargate,1232
Flintham,286
Flore,1393
Folkingham,780
Fosdyke,484
Foston (South Kesteven),565
Fotherby,516
Foxton (Harborough),459
Freiston,330
Frisby on the Wreake,666
Friskney Eaudyke,640
Friskney/Fold Hill - Fold HillSD,253
Friskney/Fold Hill - FriskneySD,326
Frithville,327
Froggatt,185
Fulbeck,353
Fulstow,557
Gaddesby,377
Gainsborough,23339
Gamston,319
Gayton (South Northamptonshire),538
Geddington,1451
Gedney,322
Gedney Drove End,700
Gedney Dyke,382
Gedney Hill - Gedney HillSD,747
Gedney Hill - Holbeach DroveSD,365
Gilmorton,1047
Glapthorn,288
Glapwell - Doe LeaSD,1002
Glapwell - GlapwellSD,1615
Glentham,514
Gosberton,1706
Gotham,1573
Goulceby,319
Grainthorpe,575
Grantham - GranthamSD,45085
Grantham - Great GonerbySD,1919
Grasby,460
Great Addington,311
Great Dalby,546
Great Easton (Harborough),752
Great Glen,3903
Great Houghton (Northampton),610
Great Limber,257
Great Longstone,719
Great Ponton,383
Greater Manchester - GamesleySD,3221
Greater Manchester - GlossopSD,33521
Greater Manchester - TintwistleSD,1362
Greatford,284
Greatworth,707
Greens Norton,1525
Greetham,874
Grendon,543
Gretton (Corby),1460
Greylees,1878
Gringley on the Hill,924
Guilsborough,759
Gunthorpe,557
Hackleton - HackletonSD,1100
Hackleton - PiddingtonSD,383
Hagworthingham,340
Halam,427
Hallaton,630
Halton Holegate,522
Harby,945
Hargrave,224
Harlaxton,821
Harmston,682
Harpole,1331
Hartwell,2047
Hathern,2282
Hathersage,1945
Hayfield,1868
Heage/Crich - AmbergateSD,1650
Heage/Crich - CrichSD,1823
Heage/Crich - FritchleySD,552
Heage/Crich - HeageSD,2743
Heapham,108
Heather,1123
Heckington,4044
Helmdon,790
Helpringham,877
Hemswell,397
Hemswell Cliff,632
Hickling (Rushcliffe),346
Higham Park,672
Higham on the Hill - Higham on the HillSD,978
Hilton (South Derbyshire),8661
Hinckley,49853
Hinton,3901
Hoby,300
Hogsthorpe,982
Holbeach,8395
Holbeach Clough,947
Holloway,532
Holmesfield,822
Holton le Clay,3756
Hope (High Peak),884
Horncastle,7219
Horsley,455
Horton (South Northamptonshire),399
Hose,577
Houghton on the Hill,1504
Hoveringham,295
Hulland Ward,702
Huncote,2125
Husbands Bosworth,1173
Huttoft,589
Ibstock,6875
Ingham (West Lindsey),935
Ingoldsby,311
Irchester,4416
Irthlingborough,8168
Isham,768
Keelby,2092
Kegworth,4093
Kettering - Burton LatimerSD,9997
Kettering - KetteringSD,60987
Ketton,1997
Kexby,356
Keyworth,6687
Kibworth Harcourt - Kibworth HarcourtSD,7114
Kibworth Harcourt - Smeeton WesterbySD,334
Kilburn - Denby BottlesSD,1254
Kilburn - KilburnSD,4459
Kilsby,1268
King's Cliffe,1594
Kingfisher Court,605
Kings Sutton,2461
Kinoulton,833
Kirk Ireton,518
Kirkby Mallory,428
Kirklington,424
Kirton (Boston),5492
Kirton (Newark and Sherwood),252
Kirton End,376
Kirton Holme,312
Kislingbury,1285
Knaith Park,317
Kniveton,387
Lambley,909
Langham (Rutland),1447
Langold,2617
Langtoft (South Kesteven),1978
Langwith,3111
Langworth,471
Laughterton,438
Laughton,419
Laxton,425
Leadenham,404
Leake Commonside,444
Leasingham,1541
Legbourne,696
Leicester - BirstallSD,14015
Leicester - CosbySD,3552
Leicester - GrobySD,6869
Leicester - LeicesterSD,472897
Leicester - LittlethorpeSD,1784
Leicester - Narborough/EnderbySD,14247
Leicester - QueniboroughSD,2959
Leicester - SystonSD,14310
Leicester - WhetstoneSD,14168
Leire,595
Leverton,334
Lincoln - LincolnSD,107434
Lincoln - North HykehamSD,17610
Litchborough,347
Little Addington,336
Little Harrowden,852
Little Houghton,417
Loddington,477
Long Bennington,2079
Long Buckby,4136
Long Clawson,1167
Long Sutton (South Holland),5343
Long Whatton,1142
Loughborough,68653
Lound,450
Louth,17637
Low Fulney,585
Lowdham,2111
Lubenham,754
Ludford,421
Lutterworth,11071
Lutton,742
Lyddington,414
Mablethorpe,12551
Maidwell,478
Maltby le Marsh,322
Manby,1606
Mansfield - Kirkby-in-AshfieldSD,28926
Mansfield - MansfieldSD,83043
Mansfield - Mansfield WoodhouseSD,18787
Mansfield - New HoughtonSD,1453
Mansfield - NewsteadSD,2492
Mansfield - Sutton in AshfieldSD,48711
Manton,352
Mareham le Fen,1005
Market Bosworth,2241
Market Deeping,14339
Market Harborough,26514
Market Overton,616
Market Rasen,5277
Market Warsop,9373
Markfield,5094
Marshchapel,707
Marston,394
Martin (North Kesteven),728
Marton (West Lindsey),773
Matlock,15963
Mattersey,419
Mawsley Village,2483
Mears Ashby,397
Measham,5576
Medbourne,493
Meden Vale,2050
Melbourne (South Derbyshire),5314
Melton Mowbray,27682
Merry Lees,215
Metheringham,3427
Middle Rasen,1267
Middleton (Derbyshire Dales),944
Middleton Cheney,4076
Milton,282
Milton Malsor,767
Misson,804
Misterton,1866
Moira,2774
Morcott,332
Moreton Pinkney,385
Morley,222
Morton (South Kesteven),2557
Moulton (South Holland),1627
Moulton Chapel,1086
Moulton Seas End,628
Mountsorrel - MountsorrelSD,14213
Mountsorrel - Quorn (Quorndon)SD,6022
Mumby,454
Nailstone,577
Naseby,742
Nassington,863
Navenby,3097
Nether Broughton,481
Nether Heyford,1728
Nether Padley - GrindlefordSD,595
Nether Padley - Nether PadleySD,286
Netherseal,707
Nettleham,3972
Nettleton,671
New Bolingbroke,310
New Mills - Furness ValeSD,1074
New Mills - New MillsSD,12674
New Ollerton,11093
Newark-on-Trent - BaldertonSD,3293
Newark-on-Trent - CoddingtonSD,1721
Newark-on-Trent - Farndon (Newark and Sherwood)SD,2404
Newark-on-Trent - Newark-on-TrentSD,40118
Newbold,908
Newbold Verdon,3152
Newnham (Daventry),568
Newton (Bolsover),3129
Newton (Rushcliffe),886
Newton Solney,934
Newton on Trent,349
Newtown Linford,545
Nocton,956
Normanby-by-Spital,802
Normanton on Soar,434
Normanton on Trent,373
Normanton-on-the-Wolds,251
North Coates Airfield,492
North Greetwell,531
North Kelsey,782
North Kilworth,744
North Kyme,452
North Leverton with Habblesthorpe,1059
North Luffenham,769
North Muskham,946
North Scarle,668
North Somercotes,1680
North Thoresby,1091
North Wheatley,537
Northampton (South Northamptonshire),5020
Northampton - CollingtreeSD,655
Northampton - NorthamptonSD,230070
Northgate,706
Norwell,463
Nottingham - ArnoldSD,39394
Nottingham - AwsworthSD,2481
Nottingham - Beeston (Broxtowe)SD,54543
Nottingham - BreastonSD,7660
Nottingham - Carlton (Gedling)SD,50957
Nottingham - Clifton (City of Nottingham)SD,22749
Nottingham - Denby CommonSD,472
Nottingham - EastwoodSD,19261
Nottingham - HeanorSD,27215
Nottingham - HucknallSD,36104
Nottingham - IlkestonSD,39824
Nottingham - KimberleySD,11678
Nottingham - Long EatonSD,39302
Nottingham - NottinghamSD,320536
Nottingham - RipleySD,19950
Nottingham - RuddingtonSD,7722
Nottingham - Ruddington GrangeSD,191
Nottingham - SandiacreSD,9970
Nottingham - Stanton-by-DaleSD,468
Nottingham - StaplefordSD,16732
Nottingham - TrowellSD,935
Nottingham - West BridgfordSD,50207
Nottingham - West HallamSD,6013
Oakham,11227
Oakthorpe,740
Old Bolingbroke,345
Old Dalby,364
Old Dalby Trading Estate,-
Old Leake,1418
Old Stratford,2346
Oldcotes,321
Onley,1582
Orlingbury,439
Orston,513
Osbournby,421
Oundle,6342
Oxton,567
Packington,823
Papplewick,353
Parwich,436
Pattishall,671
Paulerspury,712
Pitsford,696
Pointon,508
Polebrook,453
Potterhanworth,883
Potterspury,1618
Pytchley,489
Quadring,963
Quarndon,981
Quinton,208
Radcliffe on Trent,7598
Rainworth,8278
Rampton (Bassetlaw),646
Ranskill,1351
Ratby,4811
Raunds,9379
Ravenshead,5854
Ravensthorpe,678
Ravenstone,2151
Rempstone,386
Renishaw,2459
Repton,2859
Retford,23559
Ringstead,2052
Rippingale,909
Risegate,688
Roade,3251
Rolleston,332
Ropsley,618
Rothersthorpe,465
Rothwell,8229
Rufford Country Park,274
Rushden - Higham FerrersSD,9095
Rushden - RushdenSD,32460
Rushton,434
Ruskington,5606
Ryhall,1485
Saltfleet,516
Saltfleetby St Peter,260
Sapcote,3113
Saxilby,4319
Scamblesby,270
Scampton Airfield,1133
Scarcliffe,479
Scopwick,898
Scothern,934
Scotter,3069
Scotton (West Lindsey),600
Scropton,292
Seagrave,549
Seaton (Rutland),269
Sedgebrook,343
Selston/Brinsley - BrinsleySD,5091
Selston/Brinsley - IronvilleSD,1938
Selston/Brinsley - JacksdaleSD,3074
Selston/Brinsley - SelstonSD,6830
Shardlow,654
Sharnford,1104
Sheepy Magna,951
Sheffield - EckingtonSD,7439
Sheffield - KillamarshSD,9368
Sheffield - Marsh LaneSD,803
Shepshed,14304
Shirebrook,12445
Shutlanger,317
Sibsey,1537
Sileby/Barrow upon Soar - Barrow upon SoarSD,6948
Sileby/Barrow upon Soar - SilebySD,9769
Silk Willoughby,306
Silverstone,2399
Skegness,25612
Skellingthorpe,3372
Skellingthorpe Big Wood,108
Sleaford,18741
Somerby,649
South Cockerington,202
South Croxton,279
South Kelsey,613
South Kilworth,533
South Kyme,419
South Leverton,523
South Luffenham,490
South Wingfield,1059
South Witham,1677
Southrey,211
Southwell,6853
Spalding,36737
Spilsby,3746
Spittlegate,289
Spratton,1321
Spridlington,213
Stamford - Great CastertonSD,597
Stamford - StamfordSD,20816
Stanion,828
Stanley (Erewash),757
Stanwick,2006
Stathern,719
Staverton,453
Stickford,492
Stickney,1089
Stoke Golding,1955
Stonebroom - Morton (North East Derbyshire)SD,1273
Stonebroom - StonebroomSD,3644
Stonebroom - StrettonSD,967
Stoney Stanton,4362
Stow,331
Sturton by Stow,946
Sturton le Steeple,542
Sudbrooke,1820
Sulgrave,451
Surfleet Seas End,1050
Sutterton,1507
Sutton Bonington,1169
Sutton Bridge,3992
Sutton St James,1005
Sutton cum Lound,771
Sutton on Trent,1193
Swaton,242
Swayfield,311
Swinderby,542
Swineshead,2405
Swinford,643
Swithland,267
Syresham,764
Sywell,1097
Taddington,473
Tallington,416
Tansley,1132
Tealby,555
Tetford,474
Tetney,1603
Thornton,1018
Thorpe on the Hill,444
Thrapston - IslipSD,822
Thrapston - ThrapstonSD,6900
Thrussington,599
Thurcaston,826
Thurgarton,441
Thurlaston,837
Thurlby,2180
Tibshelf,4243
Ticknall,611
Tideswell,1525
Tiffield,331
Tilton on the Hill,347
Timberland,566
Titchmarsh,593
Tollerton (Rushcliffe) - TollertonSD,1650
Torksey Lock,550
Towcester,10738
Toynton All Saints,419
Treswell,297
Tugby,356
Tur Langton,291
Turnditch,343
Tutbury/Hatton - HattonSD,2730
Tuxford,2691
Twyford (Melton),297
Tydd St Mary,715
Uffington (South Kesteven),476
Ullesthorpe,1136
University of Nottingham School of Agriculture,573
Unstone Green,944
Upper Boddington,407
Upper Broughton,402
Upper End,704
Upper Saxondale,878
Uppingham,5001
Upton (Newark and Sherwood),422
Upton (West Lindsey),453
Utterby,292
Waddingham,629
Wainfleet All Saints,1742
Walcott,559
Walesby (Newark and Sherwood),1182
Walesby (West Lindsey),227
Walgrave,897
Walkeringham,669
Waltham on the Wolds,911
Walton,628
Walton-on-Trent,894
Wappenham,319
Warmington (East Northamptonshire),947
Washingborough,6869
Weedon Bec,2904
Weedon Lois,380
Welbourn,690
Welford,1214
Wellingborough - Great DoddingtonSD,1148
Wellingborough - Little IrchesterSD,335
Wellingborough - WellingboroughSD,53502
Wellow (Newark and Sherwood),449
Welton (Daventry),622
Welton (West Lindsey) - DunholmeSD,2111
Welton (West Lindsey) - WeltonSD,4578
West Deeping,282
West Haddon,1924
West Keal,357
West Stockwith,609
Weston (Newark and Sherwood),376
Weston (South Holland),971
Weston Hills,739
Weston-on-Trent,810
Whaley Bridge,5266
Whaplode,1705
Whaplode Drove,579
Whatstandwell,302
Whissendine,1233
Whittlebury,618
Whitwell (Bolsover),3729
Wicken (South Northamptonshire),325
Widmerpool,318
Wilbarston,732
Willingham by Stow,574
Willington (South Derbyshire),3388
Willoughby (East Lindsey),375
Willoughby-on-the-Wolds,577
Willoughton,341
Wilsford,443
Winster,608
Winthorpe,637
Wirksworth,5194
Witham St Hughs,3191
Witham on the Hill,219
Withern,361
Wollaston,3505
Woodbeck,287
Woodborough (Gedling),1655
Woodford,1503
Woodhall Spa,4382
Woodhouse,261
Woodhouse Eaves,1768
Woodnewton,462
Worksop - ShireoaksSD,1537
Worksop - WorksopSD,43881
Wragby,1890
Wrangle,821
Wymeswold,1379
Wymondham (Melton),652
Wysall,425
Yardley Gobion,1300
Yardley Hastings,721
Yarwell,468
Yelvertoft,793
Youlgreave,997